gatt_name, flag_value
flag_scoreboard, 04dc54d9053b4307680a
read_disconnect, 873c6495e4e738c94e1c
easy_mitm_psk_pair_req, 5d696cdf53a916c0a98d
mac_whitelist, 0ad3fe0c58e0a47b8afb
mitm_psk_pair_req, e634f010b4d3ce9a324a
password_bruteforce, 993f257f734288d91fb3
no_psk_pair_req,374449788e5de78804c4
simple_adv,aee4bd941f8b4d9e3921
